1.ID,2.Annotation,3.Chromsome,4.Start,5.End,6.Strand,7.GC,8.Identity,9.z_score,10.SCI,11.tblastx_score,12.polyA_RNAseq_MAX,13.small_RNAseq_SUM,14.small_RNAseq_MAX,15.Array_totalRNA_MAX,16.Array_polyA_MAX,17.Array_nonpolyA_MAX,18.histone_mark_only_clusters
bins_916928,three_prime_UTR,chr1,212278371,212278505,+,0.37037037037037,52.17,-0.90,0.32,0.494537,0.338941,0,0,94.4318181818182,1089.26136363636,643.556818181818,no_match
bins_1023220,five_prime_UTR,chr1,239882449,239882564,+,0.370689655172414,76.72,-0.16,0.55,0.808133,0.045622,0,0,79.7962962962963,104.842592592593,79.0185185185185,no_match
bins_553935,ancestral_repeat,chr1,115754354,115754477,+,0.266129032258065,53.90,-0.43,0.19,0.317254,0,0,0,0,0,0,no_match
bins_12705083,exon_CCDS,chr1,6110679,6110751,-,0.657534246575342,84.93,0.90,0.80,0.59814,0.214468,0,0,353.203125,226.25,31.3125,no_match
bins_13670109,five_prime_UTR,chr1,229626480,229626567,-,0.318181818181818,64.52,0.12,0.20,0.272784,0,0,0,21.1739130434783,21.2173913043478,27.3586956521739,no_match
bins_730281,five_prime_UTR,chr1,174791897,174792016,+,0.491666666666667,72.13,-1.51,0.58,0.34521,0.025567,0,0,61.9137931034483,165.870689655172,81.4310344827586,no_match
bins_13029865,exon_CCDS,chr1,74265114,74265260,-,0.299319727891156,68.46,0.52,0.30,0.926088,0.007420,0,0,23.1484375,25.46875,42.9453125,no_match
bins_522316,ancestral_repeat,chr1,109992127,109992275,+,0.389261744966443,58.00,-0.59,0.33,0.27931,0.040721,0,0,0,0,0,no_match
bins_13364182,ancestral_repeat,chr1,164849377,164849500,-,0.370967741935484,45.93,-1.05,0.11,0,0,0,0,85.28,95.99,94.4,no_match
bins_13284307,three_prime_UTR,chr1,148180194,148180318,-,0.304,59.26,0.42,0.13,0,0.906290,0,0,0,0,0,no_match
bins_13249241,ancestral_repeat,chr1,118116700,118116827,-,0.4453125,52.03,-0.12,0.32,0.574668,0,0,0,0,0,0,no_match
bins_863364,ancestral_repeat,chr1,202490223,202490346,+,0.467741935483871,61.29,-0.98,0.48,0,0.068411,0,0,136.204545454545,149.363636363636,71.9545454545455,no_match
bins_849597,three_prime_UTR,chr1,200059065,200059206,+,0.464788732394366,63.89,0.23,0.48,0.36782,0.460611,0.734,6.168,454.416666666667,1493.21428571429,405.52380952381,no_match
bins_161190,ancestral_repeat,chr1,37421969,37422113,+,0.36551724137931,59.33,-1.05,0.52,0.434856,0,0,0,0,0,0,no_match
bins_13562660,three_prime_UTR,chr1,205286891,205287020,-,0.323076923076923,50.00,0.44,-0.00,0,0.996907,0,0,1989.90740740741,2758.12962962963,1732.7962962963,no_match
bins_153369,three_prime_UTR,chr1,36158854,36158922,+,0.521739130434783,68.12,-2.03,0.10,0.243688,0.626927,0,0,342.472222222222,577.263888888889,276.013888888889,no_match
bins_14979,exon_CCDS,chr1,3639432,3639510,+,0.645569620253165,82.28,1.57,0.55,0.697618,1.717311,0,0,1173.925,2006.025,751.1,no_match
bins_580208,ancestral_repeat,chr1,120556473,120556582,+,0.545454545454545,58.96,-2.51,0.38,0.37483,0.084313,0,0,0,0,0,no_match
bins_2422,ncRNA_selected,chr1,1094226,1094349,+,0.596774193548387,71.88,-2.61,0.68,0.510573,0.516151,453.886,3685.953,953.525862068965,648.75,311.706896551724,no_match
bins_13529399,ancestral_repeat,chr1,199847713,199847842,-,0.407692307692308,52.27,-0.46,-0.00,0.748039,0.176422,0,0,0,0,0,no_match
bins_111006,exon_CCDS,chr1,26454340,26454412,+,0.520547945205479,80.82,-1.07,0.52,0.577827,1.938153,0,0,2303.09210526316,4018.80263157895,1080.5,no_match
bins_13385433,ancestral_repeat,chr1,169057552,169057613,-,0.370967741935484,33.62,4.70,-0.00,0.481856,0.019448,0,0,166.096153846154,101.826923076923,46.2115384615385,no_match
bins_488315,three_prime_UTR,chr1,101217135,101217259,+,0.376,65.89,-0.85,0.42,0.350584,1.070105,0,0,651.435185185185,581.518518518518,167.25,no_match
bins_542217,exon_CCDS,chr1,113468152,113468290,+,0.41726618705036,78.01,-1.61,0.55,0.742213,0.631506,0,0,1401.27146341463,1084.08512195122,398.689024390244,no_match
bins_13538379,ancestral_repeat,chr1,201331034,201331165,-,0.340909090909091,51.33,-0.28,0.39,0.173388,0.005381,0,0,0,0,0,no_match
bins_233414,ancestral_repeat,chr1,52144622,52144757,+,0.463235294117647,57.64,-0.89,0.41,0.662734,0.071178,0,0,0,0,0,no_match
bins_462061,ancestral_repeat,chr1,96357197,96357283,+,0.252873563218391,62.50,-0.02,0.06,0.3248,0,0,0,0,0,0,no_match
bins_346597,ancestral_repeat,chr1,73912794,73912881,+,0.363636363636364,47.73,0.71,-0.00,0,0,0,0,59.7631578947368,82.8684210526316,76.3947368421053,no_match
bins_12768414,exon_CCDS,chr1,20860425,20860512,-,0.636363636363636,63.64,-1.56,0.28,0.311125,7.742255,4.738,194.048,706.102272727273,2434.35227272727,703.477272727273,no_match
bins_13716978,ancestral_repeat,chr1,242444573,242444704,-,0.401515151515151,76.09,-0.06,0.62,0.45341,0.011849,0,0,167.776785714286,206,174.125,no_match
bins_13646993,exon_CCDS,chr1,222043315,222043448,-,0.485074626865672,87.31,-0.55,0.79,1.14534,1.674428,0,0,2014.35483870968,4574.08064516129,1059.87903225806,no_match
bins_13226727,three_prime_UTR,chr1,114107980,114108114,-,0.392592592592593,89.05,-0.26,0.81,0.618754,0.227420,0,0,287.054347826087,477.619565217391,293.782608695652,no_match
bins_13548587,ancestral_repeat,chr1,203019564,203019694,-,0.343511450381679,54.20,0.50,0.26,0.357934,0,0,0,0,0,0,no_match
bins_647294,three_prime_UTR,chr1,158379536,158379659,+,0.451612903225806,61.83,-0.73,0.30,0.439916,1.042135,0,0,93.9741379310345,519.73275862069,82.8879310344828,no_match
bins_366567,exon_CCDS,chr1,78171559,78171707,+,0.348993288590604,89.26,0.08,0.75,0.885055,0.412104,0,0,132.111111111111,1819.77777777778,175.861111111111,no_match
bins_894099,ancestral_repeat,chr1,207406887,207407035,+,0.268456375838926,51.68,-0.86,0.22,0.179954,0,0,0,0,0,0,no_match
bins_806500,ancestral_repeat,chr1,190708184,190708326,+,0.370629370629371,34.27,-0.81,-0.00,0,0.001369,0,0,0,0,0,no_match
bins_13259854,exon_CCDS,chr1,120266842,120266932,-,0.494505494505495,80.22,-0.01,0.65,0.835203,1.311073,1.145,13.009,239.239130434783,2082.67391304348,1220.17391304348,no_match
bins_13158,three_prime_UTR,chr1,3342540,3342617,+,0.346153846153846,82.28,0.54,0.64,0.363393,0.681418,0,0,50.0769230769231,129.673076923077,45.4807692307692,no_match
bins_12942056,three_prime_UTR,chr1,57235882,57236005,-,0.411290322580645,72.00,-0.40,0.41,0.454167,0.192720,0,0,47.2413793103448,98.7068965517241,30.2068965517241,no_match
bins_609673,three_prime_UTR,chr1,149953488,149953585,+,0.479591836734694,43.88,-2.03,0.24,0,0.008293,0,0,31.42,37.7,49.52,no_match
bins_38159,exon_CCDS,chr1,9246350,9246493,+,0.645833333333333,78.91,-0.87,0.62,0.675453,0.666698,0,0,132.916666666667,440.80303030303,262.765151515152,no_match
bins_119821,ancestral_repeat,chr1,28558198,28558300,+,0.475728155339806,48.54,-0.16,0.41,0.66337,0.002535,0,0,599,1,6.5,no_match
bins_12977484,exon_CCDS,chr1,62815501,62815587,-,0.482758620689655,77.78,0.14,0.58,0.766264,0.160495,0,0,241.102272727273,686.431818181818,413.272727272727,no_match
bins_12742954,ancestral_repeat,chr1,15020113,15020223,-,0.414414414414414,47.79,-0.58,0.05,0.347353,0.035281,0,0,107.328947368421,73.5526315789474,103.381578947368,no_match
bins_539172,ancestral_repeat,chr1,112677806,112677949,+,0.458333333333333,66.90,-0.69,0.58,0.509716,0.046081,0,0,0,0,0,no_match
bins_12683651,exon_CCDS,chr1,1009455,1009550,-,0.677083333333333,46.08,-1.90,0.23,0.371094,0.928801,0,0,755.6875,757.05,142.2625,no_match
bins_780699,ancestral_repeat,chr1,183639107,183639168,+,0.387096774193548,35.29,-0.10,0.26,0.699915,0.030844,0,0,0,0,0,no_match
bins_87353,ancestral_repeat,chr1,20949160,20949236,+,0.402597402597403,70.89,1.78,-0.00,0.248272,0.248283,0,0,494.105263157895,257.421052631579,93.7368421052632,no_match
bins_13159471,ancestral_repeat,chr1,99012358,99012502,-,0.36551724137931,46.67,-1.88,0.23,0,0,0,0,0,0,0,no_match
bins_545100,ancestral_repeat,chr1,114056353,114056432,+,0.275,50.93,-0.21,-0.00,0.408404,0.064201,0,0,48.3571428571429,38.2142857142857,23.7857142857143,no_match
bins_428966,ancestral_repeat,chr1,88892485,88892622,+,0.311594202898551,55.07,-0.05,0.23,0.384965,0.038349,0,0,85.125,67.75,114.75,no_match
bins_13509065,ancestral_repeat,chr1,196319245,196319385,-,0.24113475177305,60.28,0.01,0.21,0.534174,0,0,0,0,0,0,no_match
bins_999760,ancestral_repeat,chr1,233720570,233720661,+,0.260869565217391,58.33,-1.05,0.27,0,0.108433,0,0,0,0,0,no_match
bins_118635,exon_CCDS,chr1,28157642,28157791,+,0.633333333333333,71.33,-0.40,0.72,1.0851,2.242398,0,0,110.5,163.414285714286,33.6571428571429,no_match
bins_53727,ncRNA_3019,chr1,12510863,12510996,+,0.507462686567164,40.14,-0.53,0.24,0,0.136267,0,0,151.411290322581,93.7741935483871,73.3306451612903,no_match
bins_13728083,five_prime_UTR,chr1,245334153,245334226,-,0.635135135135135,33.33,-0.49,0.10,0,0.334528,0,0,0,0,0,no_match
bins_606627,three_prime_UTR,chr1,149285827,149285961,+,0.459259259259259,55.15,0.52,0.46,0.467815,0.511418,0,0,480.5,643.4609375,61.6171875,no_match
bins_57401,three_prime_UTR,chr1,14023605,14023723,+,0.453781512605042,64.80,-0.89,0.36,0.603395,0.366259,0,0,1175.81,1088.33,71,no_match
bins_310448,three_prime_UTR,chr1,65466246,65466386,+,0.404255319148936,49.65,-0.61,0.37,0.29003,0.599121,0,0,621.239754098361,2120.80327868852,531.147540983607,no_match
bins_13445951,ancestral_repeat,chr1,180805551,180805698,-,0.432432432432432,62.67,-0.79,0.40,0.382958,0.021062,0,0,0,0,0,no_match
bins_13253772,ancestral_repeat,chr1,118967968,118968108,-,0.333333333333333,52.38,-1.02,0.19,0,0,0,0,0,0,0,no_match
bins_319445,three_prime_UTR,chr1,66983981,66984096,+,0.275862068965517,62.07,0.03,0.05,0.452715,0.056073,0,0,39.3846153846154,30.3653846153846,66.7307692307692,no_match
bins_12712590,ancestral_repeat,chr1,7480884,7481002,-,0.495798319327731,48.78,3.26,-0.00,0.332103,0.074117,0,0,0,0,0,no_match
bins_94617,three_prime_UTR,chr1,22726028,22726121,+,0.563829787234043,46.39,-0.45,0.12,0,0.743837,0,0,842.652173913043,1111.98913043478,231.45652173913,no_match
bins_776052,five_prime_UTR,chr1,182713111,182713192,+,0.426829268292683,76.83,-0.29,0.46,0.52063,0.938127,0,0,373.75,1864.375,398.482142857143,no_match
bins_821941,exon_CCDS,chr1,194972639,194972781,+,0.356643356643357,79.72,0.56,0.65,1.05996,6.079023,0,0,1764.09090909091,1375.31060606061,352.939393939394,no_match
bins_13399503,ancestral_repeat,chr1,172375687,172375803,-,0.401709401709402,56.10,0.58,0.27,0,0.000108,0,0,0,0,0,no_match
bins_436177,ancestral_repeat,chr1,90650824,90650971,+,0.391891891891892,67.79,-1.84,0.48,0.542853,0,0,0,574.15625,330.4375,237.0625,no_match
bins_248324,exon_CCDS,chr1,55245272,55245415,+,0.597222222222222,77.78,-0.75,0.64,1.13911,0.378775,0,0,200.720588235294,373.514705882353,139,no_match
bins_294493,exon_CCDS,chr1,62448426,62448533,+,0.425925925925926,54.63,-1.39,0.52,0,0.050486,0,0,259.19,169.97,41.64,no_match
bins_12800274,exon_CCDS,chr1,28188777,28188911,-,0.42962962962963,82.96,0.30,0.73,1.19214,1.029032,0,0,234.862903225806,970,196.088709677419,no_match
bins_168557,ncRNA_3019,chr1,38713946,38714014,+,0.536231884057971,47.22,0.74,0.01,0,0.144679,0,0,291.930555555556,153.041666666667,166.555555555556,no_match
bins_970931,three_prime_UTR,chr1,223629124,223629217,+,0.436170212765957,81.91,-0.36,0.64,0.756928,0.140101,0,0,76.054347826087,126.04347826087,158.5,no_match
bins_13008336,ancestral_repeat,chr1,69082240,69082387,-,0.371621621621622,59.06,0.61,0.29,0.436844,0,0,0,0,0,0,no_match
bins_106712,three_prime_UTR,chr1,25529317,25529439,+,0.349593495934959,68.29,-1.22,0.34,0.437839,0.298246,0,0,208.849137931034,111.198275862069,55.0344827586207,no_match
bins_947678,ancestral_repeat,chr1,218036042,218036162,+,0.396694214876033,57.85,-0.63,0.20,0,0,0,0,133.505434782609,102.282608695652,64.1576086956522,no_match
bins_728878,ancestral_repeat,chr1,174419526,174419651,+,0.325396825396825,54.17,-0.94,0.17,0.341517,0.045446,0,0,0,0,0,no_match
bins_12828269,ancestral_repeat,chr1,34708882,34708986,-,0.542857142857143,40.88,-2.23,0.34,0.496575,0,0,0,0,0,0,no_match
bins_429805,ancestral_repeat,chr1,89133332,89133396,+,0.338461538461538,63.64,-1.49,0.09,0.182275,0.036769,0,0,129.573529411765,101.544117647059,66.0441176470588,no_match
bins_849609,three_prime_UTR,chr1,200060010,200060067,+,0.396551724137931,35.00,-0.17,0.16,0.54,0.430996,0,0,69.90625,874.78125,284.015625,no_match
bins_485771,three_prime_UTR,chr1,100722887,100723020,+,0.313432835820896,57.04,-0.74,0.21,0.532959,0.221829,0,0,136.083333333333,39.25,56.1458333333333,no_match
bins_13566795,three_prime_UTR,chr1,206265974,206266088,-,0.330434782608696,75.65,0.58,0.52,0.734964,0.254113,0,0,67.5288461538462,590.990384615385,168.942307692308,no_match
bins_665498,ancestral_repeat,chr1,162014740,162014863,+,0.298387096774194,54.96,-0.19,0.02,0.278384,0,0,0,0,0,0,no_match
bins_424757,ancestral_repeat,chr1,88329437,88329562,+,0.277777777777778,44.90,-0.73,0.19,0,0,0,0,0,0,0,no_match
bins_697359,ancestral_repeat,chr1,167811670,167811804,+,0.459259259259259,42.18,-0.85,0.47,0.211,0.031093,0,0,0,0,0,no_match
bins_13298151,ancestral_repeat,chr1,151523514,151523603,-,0.288888888888889,48.51,0.55,0.37,0.956504,0,0,0,0,0,0,no_match
bins_525829,ancestral_repeat,chr1,110490920,110491067,+,0.472972972972973,56.67,-1.44,0.44,0.407623,0.005491,0,0,0,0,0,no_match
bins_137951,ancestral_repeat,chr1,33492220,33492297,+,0.217948717948718,54.22,-0.14,0.48,0,0,0,0,0,0,0,no_match
bins_13016286,three_prime_UTR,chr1,71244910,71245006,-,0.268041237113402,45.36,0.19,0.24,0,0.020873,0,0,129.173913043478,108.369565217391,84.7608695652174,no_match
bins_667859,ancestral_repeat,chr1,162448976,162449118,+,0.230769230769231,64.67,-1.44,0.36,0.250503,0,0,0,0,0,0,no_match
bins_208975,exon_CCDS,chr1,47049375,47049460,+,0.546511627906977,76.14,1.15,0.42,0.60415,0.148494,0,0,465.71875,837.364583333333,237.84375,no_match
bins_331229,three_prime_UTR,chr1,70113188,70113312,+,0.28,61.36,-0.26,0.22,0.286832,0.011867,0,0,32.109375,71.53125,48.171875,no_match
bins_410380,ancestral_repeat,chr1,85859040,85859184,+,0.448275862068966,67.33,-0.33,0.47,0.458934,0.004068,0,0,0,0,0,no_match
bins_13283743,exon_CCDS,chr1,148080568,148080717,-,0.64,91.33,0.56,0.83,1.22632,33.091039,0,0,21941.8762886598,20148.1,21647.0917525773,no_match
bins_576318,exon_CCDS,chr1,119766050,119766145,+,0.520833333333333,78.12,-1.31,0.47,0.732207,0.016874,0,0,276.214285714286,441.560714285714,243.257142857143,no_match
bins_234149,five_prime_UTR,chr1,52294352,52294433,+,0.658536585365854,52.94,0.46,0.33,0,0.130055,1.271,15.075,116.261904761905,477.892857142857,47.8571428571429,no_match
bins_12684581,five_prime_UTR,chr1,1230511,1230573,-,0.682539682539683,34.78,-2.02,0.09,0.451409,1.474063,0,0,1572.91176470588,1029.23529411765,474.647058823529,no_match
bins_12997894,ancestral_repeat,chr1,66556263,66556369,-,0.420560747663551,43.12,-0.30,0.20,0,0,0,0,0,0,0,no_match
bins_13302806,three_prime_UTR,chr1,152718753,152718872,-,0.333333333333333,72.58,-0.17,0.17,0.318269,0.162450,0,0,64.4910714285714,121.258928571429,29.3125,no_match
bins_13583963,exon_CCDS,chr1,208923885,208924006,-,0.60655737704918,85.25,0.38,0.57,1.05572,0.077583,0,0,8.98214285714286,7.77678571428571,20,no_match
bins_486181,exon_CCDS,chr1,100777471,100777553,+,0.710843373493976,90.36,-0.05,0.80,0.706065,0.159753,0,0,314.059523809524,483.988095238095,308.75,no_match
bins_12827106,ancestral_repeat,chr1,34558547,34558613,-,0.462686567164179,59.15,-1.02,0.45,0,0,0,0,0,0,0,no_match
bins_13665312,exon_CCDS,chr1,227729588,227729693,-,0.452830188679245,78.70,-0.29,0.76,0.890724,0.622185,0,0,1480.24675675676,3253.88756756757,870.152567567568,no_match
bins_13566888,exon_CCDS,chr1,206273333,206273456,-,0.653225806451613,91.13,-1.71,0.86,1.09294,1.887752,0,0,294.879310344828,819.465517241379,419.991379310345,no_match
bins_12836047,ancestral_repeat,chr1,36405256,36405398,-,0.503496503496504,62.84,-2.63,0.50,0.418523,0.221226,0,0,0,0,0,no_match
bins_639542,exon_CCDS,chr1,157078725,157078781,+,0.368421052631579,54.39,-0.70,0.43,0.34749,1.105256,0,0,1061.8125,4072.125,237.25,no_match
bins_735299,ancestral_repeat,chr1,175366872,175367007,+,0.411764705882353,75.71,0.19,0.44,0.612865,0,0,0,65.5833333333333,238.333333333333,83.4166666666667,no_match
bins_71187,three_prime_UTR,chr1,17482214,17482315,+,0.57843137254902,72.82,-0.40,0.43,0.405108,0.033778,0,0,126.12,336.62,114.3,no_match
bins_13473211,ancestral_repeat,chr1,185765820,185765927,-,0.305555555555556,53.39,0.69,-0.00,0,0,0,0,36.0113636363636,52.0340909090909,66.3636363636364,no_match
bins_13709941,ancestral_repeat,chr1,241190703,241190849,-,0.319727891156463,70.75,-0.16,0.42,0.513074,0,0,0,0,0,0,no_match
bins_193575,exon_CCDS,chr1,43678784,43678853,+,0.614285714285714,91.43,0.11,0.87,0.62999,0.613213,0,0,654.868421052632,583.657894736842,249.907894736842,no_match
bins_839289,three_prime_UTR,chr1,198410713,198410831,+,0.34453781512605,80.83,-0.98,0.42,0.574044,0.106002,0,0,217.169642857143,279.883928571429,122.071428571429,no_match
bins_12765190,exon_CCDS,chr1,20314557,20314695,-,0.546762589928058,72.14,-0.28,0.47,1.01885,0.114220,0,0,102.1015625,104.7421875,87.0078125,no_match
bins_12823072,three_prime_UTR,chr1,34010631,34010698,-,0.588235294117647,52.94,-1.33,0.12,0.296562,0.041044,0,0,196.220588235294,70.6470588235294,103.691176470588,no_match
bins_13730973,exon_CCDS,chr1,247116666,247116778,-,0.592920353982301,67.26,0.37,0.46,0.628903,4.374218,0,0,5078.28571428571,6106.94642857143,554.589285714286,no_match
bins_91865,exon_CCDS,chr1,22205926,22206048,+,0.642276422764228,75.20,-1.12,0.58,0.878989,0.155051,0,0,270.846774193548,265.350806451613,84.6290322580645,no_match
bins_13402657,three_prime_UTR,chr1,173249992,173250064,-,0.465753424657534,62.82,-1.72,0.30,0.351799,0.624007,0,0,313.2625,329.9375,107.25,no_match
bins_12941654,exon_CCDS,chr1,57184147,57184296,-,0.493333333333333,85.33,-0.14,0.82,1.28911,0.176003,0,0,58.0357142857143,305.771428571429,38.8714285714286,no_match
bins_12956440,ancestral_repeat,chr1,59183079,59183217,-,0.446043165467626,59.15,-0.91,0.40,0.280642,0,0,0,0,0,0,no_match
bins_13139185,ncRNA_3019,chr1,95589679,95589826,-,0.425675675675676,73.65,-0.34,0.54,0.412763,0,0,0,140,137.607142857143,52.5785714285714,no_match
bins_13411170,ancestral_repeat,chr1,174708863,174709001,-,0.359712230215827,54.11,2.25,0.30,0,0.003559,0,0,0,0,0,no_match
bins_885580,ancestral_repeat,chr1,206292960,206293086,+,0.456692913385827,52.55,0.07,0.27,0.378687,0.095550,0,0,56.1810344827586,21.5172413793103,35.5948275862069,no_match
bins_12760262,three_prime_UTR,chr1,19104451,19104590,-,0.4,84.29,0.29,0.63,0.529126,0.489480,0,0,185.115,1151.15,195.625,no_match
bins_12707722,exon_CCDS,chr1,6619837,6619960,-,0.548387096774194,95.97,0.78,0.97,0.925289,2.752778,0.841,397.914,1209.68333333333,1681.15,332.133333333333,no_match
bins_181468,ancestral_repeat,chr1,41434115,41434264,+,0.266666666666667,41.33,-0.06,-0.00,0,0.016102,0,0,0,0,0,no_match
bins_13566789,three_prime_UTR,chr1,206265457,206265516,-,0.533333333333333,50.72,-0.20,0.11,0,0.323596,0,0,49.6176470588235,523.5,84.9852941176471,no_match
bins_575065,ancestral_repeat,chr1,119481111,119481171,+,0.39344262295082,54.93,0.25,0.09,0,0.023822,0,0,0,0,0,no_match
bins_12912421,three_prime_UTR,chr1,51526356,51526436,-,0.506172839506173,77.01,-0.85,0.63,0.401247,3.834947,0,0,73.6071428571429,2903.65476190476,257.892857142857,no_match
bins_13187101,ancestral_repeat,chr1,106961945,106962077,-,0.315789473684211,53.02,-1.08,0.47,0.339495,0,0,0,16.875,43.6458333333333,54.875,no_match
bins_955969,ancestral_repeat,chr1,219893511,219893597,+,0.35632183908046,48.72,-0.51,0.27,0.576765,0,0,0,0,0,0,no_match
bins_13172234,ancestral_repeat,chr1,101717976,101718121,-,0.486301369863014,55.33,-0.21,0.55,0,0,0,0,0,0,0,no_match
bins_13365698,exon_CCDS,chr1,165193825,165193968,-,0.555555555555556,92.36,0.27,0.79,1.22347,0.098570,0,0,123.926470588235,184.264705882353,69.4117647058823,no_match
bins_13552544,exon_CCDS,chr1,203574939,203575034,-,0.614583333333333,90.62,-0.29,0.83,0.850806,0.268347,0,0,89.9791666666667,71.5833333333333,112.0625,no_match
bins_13115173,ncRNA_3019,chr1,90194074,90194155,-,0.439024390243902,54.95,-0.43,0.42,0.362147,0.060054,0,0,53.8333333333333,100.154761904762,60.5714285714286,no_match
bins_12934328,ancestral_repeat,chr1,56067879,56067985,-,0.411214953271028,61.68,-1.53,0.31,0.351816,0.004410,0,0,0,0,0,no_match
bins_12724856,ancestral_repeat,chr1,10592142,10592254,-,0.433628318584071,44.35,0.33,0.41,0.209696,0.127358,0,0,0,0,0,no_match
bins_12781370,exon_CCDS,chr1,23715430,23715511,-,0.670731707317073,74.39,-0.33,0.54,0.381772,1.277119,0,0,733.690476190476,623.095238095238,299.404761904762,no_match
bins_12996560,ancestral_repeat,chr1,66386751,66386895,-,0.23448275862069,57.24,-0.14,0.17,0.450734,0,0,0,0,0,0,no_match
bins_13211546,three_prime_UTR,chr1,111016942,111017036,-,0.4,71.88,1.79,0.19,0.294936,0.217108,0,0,65.5869565217391,265.641304347826,98.5434782608696,no_match
bins_12970045,ancestral_repeat,chr1,61378949,61379073,-,0.408,72.00,-0.26,0.46,0.511111,0.074265,0,0,372.25,111.569444444444,37.6111111111111,no_match
bins_620400,exon_CCDS,chr1,152464181,152464269,+,0.426966292134831,97.75,-0.60,0.96,0.770332,5.175040,1.171,13.889,2324.56578947368,5204.18684210526,988.907894736842,no_match
bins_655219,exon_CCDS,chr1,160194844,160194984,+,0.468085106382979,86.52,0.12,0.68,1.19048,1.977595,0,0,1371.5078125,2701.6328125,844.1796875,no_match
bins_13287410,exon_CCDS,chr1,149081510,149081598,-,0.415730337078652,93.26,-0.52,0.50,0.620845,0.500986,0,0,1102.67857142857,1720.05357142857,382.375,no_match
bins_981219,five_prime_UTR,chr1,226504357,226504460,+,0.625,89.42,0.23,0.66,0.836502,0.772615,0,0,4612.87881355932,3887.61677966102,1196.94084745763,no_match
bins_596022,ancestral_repeat,chr1,145584108,145584246,+,0.424460431654676,50.71,-1.63,0.24,0.175508,0.235543,0,0,0,0,0,no_match
bins_13287707,exon_CCDS,chr1,149208038,149208174,-,0.54014598540146,89.78,2.11,0.69,1.28091,10.037814,2.282,31.671,4105.9375,13319.046875,2457.34375,no_match
bins_13290464,ancestral_repeat,chr1,149803284,149803354,-,0.464788732394366,34.72,0.13,0.08,0,0.063470,0,0,141.75,187.75,102.375,9;
bins_13092219,five_prime_UTR,chr1,85946556,85946635,-,0.5375,70.00,-0.29,0.56,0.492857,1.738746,1.303,1649.077,2045.56578947368,3597.02631578947,756.381578947368,no_match
bins_754416,exon_CCDS,chr1,179152465,179152609,+,0.579310344827586,57.93,0.82,0.39,0.524771,0.145991,0,0,115.25,194.2265625,97.3515625,no_match
bins_839317,three_prime_UTR,chr1,198412802,198412943,+,0.345070422535211,58.74,0.20,0.40,0.41539,0.425875,0,0,70.625,42.1833333333333,24.1083333333333,no_match
bins_13504321,three_prime_UTR,chr1,195391005,195391122,-,0.330508474576271,64.17,-1.10,0.55,0.359981,0.165369,0,0,225.166666666667,382.395833333333,69.5625,no_match
bins_405427,ancestral_repeat,chr1,84934178,84934319,+,0.457746478873239,51.33,-1.33,0.51,0.280538,0.030513,0,0,0,0,0,no_match
bins_153045,three_prime_UTR,chr1,36093036,36093129,+,0.319148936170213,49.55,0.50,0.48,0.659939,0.283155,0,0,158.588235294118,262.955882352941,85.3823529411765,no_match
bins_12810062,three_prime_UTR,chr1,31116209,31116277,-,0.608695652173913,53.62,-1.87,0.49,0,1.270126,0,0,312.416666666667,678.791666666667,153.361111111111,no_match
bins_13551582,exon_CCDS,chr1,203447000,203447086,-,0.793103448275862,79.31,-1.43,0.41,0.379523,0.556529,0,0,1280.52272727273,305.772727272727,378.227272727273,no_match
bins_129977,five_prime_UTR,chr1,31658615,31658728,+,0.842105263157895,68.38,0.10,0.62,0.279321,3.507744,0,0,0,0,0,no_match
bins_653170,exon_CCDS,chr1,159761466,159761614,+,0.664429530201342,84.56,0.47,0.73,1.20624,2.384613,0,0,5753.24305555556,6260.75416666667,2292.20833333333,no_match
bins_13165726,five_prime_UTR,chr1,100371000,100371078,-,0.632911392405063,71.60,-1.07,0.46,0.335196,0.305005,0,0,2428.27941176471,611.220588235294,352.397058823529,no_match
bins_13212871,exon_CCDS,chr1,111468885,111469031,-,0.408163265306122,93.20,-0.47,0.85,1.13734,2.428221,0.709,32.543,2404.01515151515,6148.61363636364,1146.18939393939,no_match
bins_12990199,exon_CCDS,chr1,65083092,65083174,-,0.493975903614458,91.57,-1.53,1.00,0.707655,2.217600,0,0,864.125,1404.5125,411.025,no_match
bins_13313007,three_prime_UTR,chr1,154762064,154762177,-,0.298245614035088,33.33,-0.26,-0.00,0,0.649321,0,0,2323.05,2198.95,146.266666666667,no_match
bins_13238072,five_prime_UTR,chr1,116187476,116187599,-,0.346774193548387,53.03,-0.28,0.25,0.443145,0.005301,0,0,17.75,43.7307692307692,31.7307692307692,no_match
bins_12954335,ancestral_repeat,chr1,58894790,58894910,-,0.388429752066116,52.85,-0.08,0.12,0,1.115911,0,0,3929.75,2810.5,1103.11111111111,no_match
bins_647841,three_prime_UTR,chr1,158451273,158451395,+,0.59349593495935,74.60,-1.27,0.63,0.542895,12.053798,0,0,2333.58035714286,7460.10714285714,758.723214285714,no_match
bins_13327009,three_prime_UTR,chr1,158163568,158163657,-,0.544444444444444,51.06,-1.91,0.12,0.217391,1.230063,0,0,193.130434782609,955.260869565217,150.021739130435,no_match
bins_787613,ancestral_repeat,chr1,185000879,185001004,+,0.46031746031746,52.41,-0.41,0.48,0.230872,0,0,0,99.5,155.666666666667,221.833333333333,no_match
